epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,469.068,1.56029,2.50396,1.77811,0.55722,0.65754,0.65502,0.41835,1.25712,1.47355,1.64828,0.006238,0.006238,0.006238
21,497.984,1.56225,2.48226,1.77207,0.59482,0.6695,0.68042,0.42251,1.24822,1.41596,1.6494,0.00604,0.00604,0.00604
22,526.421,1.54027,2.46691,1.76041,0.68189,0.61964,0.69643,0.44404,1.25646,1.36249,1.64044,0.005842,0.005842,0.005842
23,556.507,1.50623,2.3874,1.72109,0.64936,0.66782,0.69233,0.44828,1.21309,1.35817,1.60982,0.005644,0.005644,0.005644
24,587.102,1.49438,2.38665,1.72162,0.6812,0.66307,0.70558,0.46792,1.19506,1.31806,1.58021,0.005446,0.005446,0.005446
25,617.599,1.48427,2.34665,1.7081,0.64663,0.68012,0.70795,0.47536,1.19901,1.3348,1.56775,0.005248,0.005248,0.005248
26,649.352,1.49682,2.33104,1.71158,0.65067,0.66477,0.71446,0.47219,1.19548,1.2661,1.56181,0.00505,0.00505,0.00505
27,680.913,1.46931,2.3189,1.69417,0.69733,0.67249,0.72944,0.48575,1.17149,1.26702,1.55379,0.004852,0.004852,0.004852
28,710.639,1.46404,2.29532,1.68468,0.65456,0.73157,0.74282,0.49421,1.19992,1.22147,1.59471,0.004654,0.004654,0.004654
29,742.7,1.45714,2.26966,1.68541,0.65507,0.73202,0.71481,0.50147,1.13668,1.25394,1.53077,0.004456,0.004456,0.004456
30,775.476,1.45092,2.23741,1.671,0.73888,0.74731,0.78553,0.53124,1.14541,1.20451,1.52573,0.004258,0.004258,0.004258
31,806.922,1.41425,2.19517,1.65536,0.67948,0.75743,0.76091,0.52404,1.13912,1.20776,1.52048,0.00406,0.00406,0.00406
32,839.453,1.40699,2.15347,1.63374,0.7125,0.74846,0.79321,0.54059,1.13738,1.17641,1.52131,0.003862,0.003862,0.003862
33,871.582,1.40972,2.15467,1.64124,0.6625,0.74332,0.77474,0.53031,1.15983,1.16936,1.5219,0.003664,0.003664,0.003664
34,902.843,1.38943,2.13441,1.63341,0.75962,0.71376,0.7751,0.54548,1.12814,1.15236,1.51541,0.003466,0.003466,0.003466
35,933.977,1.39402,2.12277,1.618,0.69335,0.78351,0.79158,0.5484,1.11867,1.13588,1.49959,0.003268,0.003268,0.003268
36,965.969,1.39423,2.11966,1.62519,0.79064,0.7418,0.81843,0.56316,1.12032,1.07682,1.49992,0.00307,0.00307,0.00307
37,998.326,1.3726,2.09229,1.60885,0.70326,0.76494,0.79124,0.56027,1.11939,1.0973,1.5059,0.002872,0.002872,0.002872
38,1030.07,1.34291,2.05053,1.59524,0.75172,0.76486,0.81728,0.57187,1.12305,1.13287,1.50508,0.002674,0.002674,0.002674
39,1062.84,1.34416,2.01378,1.59314,0.78604,0.77505,0.82152,0.57621,1.11574,1.07281,1.48303,0.002476,0.002476,0.002476
40,1094.64,1.34281,2.059,1.59802,0.77982,0.75331,0.81037,0.57307,1.09584,1.05335,1.46023,0.002278,0.002278,0.002278
41,1128.85,1.28833,1.83539,1.56278,0.82134,0.7889,0.84021,0.60497,1.04905,1.00007,1.44937,0.00208,0.00208,0.00208
42,1161.28,1.25424,1.75714,1.54533,0.86929,0.79268,0.85608,0.62486,1.05311,0.95856,1.45591,0.001882,0.001882,0.001882
43,1193.55,1.24558,1.7282,1.53369,0.79848,0.81162,0.84656,0.60831,1.05313,0.96448,1.44096,0.001684,0.001684,0.001684
44,1226.34,1.22439,1.68411,1.52467,0.84434,0.80955,0.86866,0.62657,1.05499,0.93057,1.44218,0.001486,0.001486,0.001486
45,1259.15,1.22058,1.66542,1.51969,0.835,0.81471,0.8749,0.63946,1.04222,0.92214,1.43226,0.001288,0.001288,0.001288
46,1291.95,1.20897,1.64406,1.50794,0.81548,0.77921,0.86036,0.62404,1.03502,0.92801,1.42709,0.00109,0.00109,0.00109
47,1325.72,1.19014,1.61043,1.4848,0.86687,0.80028,0.87321,0.63726,1.03073,0.89989,1.43103,0.000892,0.000892,0.000892
48,1358.07,1.18569,1.58534,1.48637,0.85772,0.81539,0.8716,0.63743,1.02562,0.90491,1.41564,0.000694,0.000694,0.000694
49,1389.98,1.17302,1.58077,1.48028,0.86747,0.82184,0.88596,0.64619,1.02966,0.8855,1.42563,0.000496,0.000496,0.000496
50,1420.01,1.15888,1.56617,1.47199,0.86579,0.80665,0.87859,0.64803,1.02709,0.88325,1.41566,0.000298,0.000298,0.000298
