epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0993,3.54237,5.17696,4.16789,0.00186,0.00858,0.00107,0.00021,3.30595,4.58995,3.99034,0.0702128,0.00330969,0.00330969
2,25.5765,3.47781,4.80578,3.8575,0.0723,0.09684,0.00582,0.00202,3.06976,50.192,4.04856,0.0400812,0.00651149,0.00651149
3,37.4572,3.00076,4.15268,3.35458,0.19207,0.21369,0.05343,0.02114,2.53573,8.10962,3.25758,0.0098177,0.0095813,0.0095813
4,49.3714,2.64904,3.70743,2.94389,0.11613,0.234,0.05747,0.01949,2.44467,11.7988,2.99677,0.009406,0.009406,0.009406
5,61.1387,2.35085,3.42108,2.66382,0.12592,0.33038,0.15302,0.06417,2.07641,3.77736,2.54692,0.009208,0.009208,0.009208
6,72.9211,2.15254,3.16332,2.47057,0.29662,0.32004,0.21857,0.09392,1.9158,2.80969,2.38384,0.00901,0.00901,0.00901
7,84.8933,2.00564,2.94468,2.30957,0.15528,0.39983,0.21336,0.09833,1.79491,3.0905,2.23137,0.008812,0.008812,0.008812
8,96.7864,1.88056,2.78358,2.20897,0.32594,0.38386,0.31849,0.16344,1.71296,2.36334,2.17292,0.008614,0.008614,0.008614
9,108.531,1.80607,2.67689,2.14407,0.24667,0.46634,0.28167,0.15493,1.63013,3.09672,2.08454,0.008416,0.008416,0.008416
10,120.449,1.76578,2.59874,2.08704,0.37341,0.48836,0.42578,0.24418,1.51082,2.05825,1.97418,0.008218,0.008218,0.008218
11,132.413,1.66987,2.4624,2.0122,0.3843,0.46546,0.42515,0.23365,1.54913,2.00575,1.97742,0.00802,0.00802,0.00802
12,144.387,1.63077,2.39367,1.97125,0.36702,0.46147,0.4055,0.23937,1.53866,2.17063,1.97017,0.007822,0.007822,0.007822
13,156.432,1.59557,2.34931,1.94653,0.43948,0.54188,0.48862,0.29103,1.42293,1.96351,1.85788,0.007624,0.007624,0.007624
