epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2179.1,0.87259,0.96317,1.17475,0.81923,0.76983,0.8267,0.62304,0.92631,0.9237,1.2484,0.00029705,0.00029705,0.00029705
43,2230.86,0.8683,0.95628,1.17264,0.79449,0.77657,0.83014,0.61962,0.94991,0.93844,1.26711,0.0002921,0.0002921,0.0002921
44,2282.76,0.85485,0.93951,1.15661,0.83892,0.73966,0.83431,0.62419,0.95392,0.9418,1.27992,0.00028715,0.00028715,0.00028715
45,2334.34,0.85253,0.92234,1.16591,0.85824,0.72572,0.83195,0.6376,0.91429,0.93809,1.23626,0.0002822,0.0002822,0.0002822
46,2386.07,0.85625,0.92996,1.1632,0.90426,0.71211,0.84295,0.64171,0.91986,0.92034,1.24367,0.00027725,0.00027725,0.00027725
47,2437.61,0.85655,0.91618,1.15943,0.87691,0.71025,0.83684,0.63075,0.92419,0.93227,1.25458,0.0002723,0.0002723,0.0002723
48,2489.26,0.84238,0.91745,1.15397,0.83351,0.74128,0.82821,0.61386,0.94235,0.93355,1.25197,0.00026735,0.00026735,0.00026735
49,2540.91,0.83234,0.89725,1.14524,0.84357,0.74536,0.83684,0.63843,0.91711,0.90417,1.23971,0.0002624,0.0002624,0.0002624
50,2592.81,0.83358,0.89488,1.15229,0.82353,0.77768,0.84218,0.64136,0.91543,0.89793,1.2369,0.00025745,0.00025745,0.00025745
51,2644.65,0.82799,0.88814,1.14324,0.86283,0.74438,0.83719,0.63382,0.91387,0.92063,1.22957,0.0002525,0.0002525,0.0002525
52,2697.44,0.82081,0.87683,1.13697,0.85961,0.74384,0.83516,0.63597,0.92404,0.93102,1.24381,0.00024755,0.00024755,0.00024755
53,2748.95,0.80317,0.86711,1.13044,0.85699,0.74431,0.84013,0.63228,0.92569,0.92384,1.24962,0.0002426,0.0002426,0.0002426
54,2800.48,0.81386,0.86652,1.13203,0.86367,0.75146,0.83738,0.63754,0.8895,0.88721,1.21674,0.00023765,0.00023765,0.00023765
55,2852.12,0.80549,0.85131,1.13009,0.87398,0.7427,0.8342,0.64784,0.89307,0.89421,1.20987,0.0002327,0.0002327,0.0002327
56,2904.06,0.79713,0.83707,1.12233,0.83362,0.77919,0.84344,0.65787,0.88016,0.90249,1.20927,0.00022775,0.00022775,0.00022775
57,2955.65,0.79229,0.82885,1.12208,0.87751,0.74746,0.84269,0.6434,0.92177,0.89931,1.23758,0.0002228,0.0002228,0.0002228
58,3007.39,0.78441,0.83615,1.11879,0.85812,0.74892,0.83964,0.64532,0.91039,0.89522,1.2413,0.00021785,0.00021785,0.00021785
59,3059.03,0.78279,0.80944,1.11695,0.86332,0.76688,0.84271,0.64418,0.90763,0.88757,1.23657,0.0002129,0.0002129,0.0002129
60,3110.47,0.78987,0.81396,1.12112,0.82806,0.77747,0.84695,0.63912,0.92969,0.89638,1.25827,0.00020795,0.00020795,0.00020795
61,3161.85,0.7902,0.82204,1.12382,0.8532,0.74845,0.83155,0.6361,0.91134,0.9233,1.23537,0.000203,0.000203,0.000203
62,3213.56,0.77053,0.78974,1.10753,0.82186,0.77108,0.84751,0.65173,0.88865,0.89193,1.22409,0.00019805,0.00019805,0.00019805
63,3265.27,0.77248,0.79012,1.10715,0.85022,0.72875,0.82118,0.62968,0.90549,0.92711,1.23367,0.0001931,0.0001931,0.0001931
64,3316.85,0.76071,0.78814,1.10626,0.85744,0.75193,0.83028,0.64584,0.88962,0.91093,1.21934,0.00018815,0.00018815,0.00018815
65,3368.57,0.77571,0.78894,1.109,0.87619,0.74617,0.84173,0.64815,0.87305,0.89347,1.20919,0.0001832,0.0001832,0.0001832
66,3420.14,0.7482,0.77968,1.10306,0.88344,0.73376,0.83668,0.64819,0.89169,0.90559,1.20712,0.00017825,0.00017825,0.00017825
67,3471.89,0.75254,0.79076,1.09778,0.89583,0.75238,0.84704,0.64273,0.90021,0.88848,1.21782,0.0001733,0.0001733,0.0001733
68,3523.45,0.75401,0.7734,1.09974,0.90314,0.74021,0.84266,0.64228,0.90918,0.92644,1.23522,0.00016835,0.00016835,0.00016835
69,3575.19,0.7507,0.76361,1.09957,0.85129,0.76095,0.83779,0.64789,0.8964,0.92073,1.22691,0.0001634,0.0001634,0.0001634
70,3626.79,0.73654,0.7519,1.08918,0.87948,0.73085,0.8307,0.64492,0.89202,0.94856,1.22842,0.00015845,0.00015845,0.00015845
71,3678.68,0.74193,0.75563,1.09621,0.84049,0.76351,0.83755,0.65192,0.87653,0.92032,1.21279,0.0001535,0.0001535,0.0001535
72,3730.15,0.73073,0.74328,1.08776,0.85843,0.76227,0.84128,0.65092,0.88131,0.92601,1.22259,0.00014855,0.00014855,0.00014855
73,3781.83,0.72954,0.74197,1.0894,0.84775,0.79193,0.84764,0.65288,0.89114,0.92677,1.22434,0.0001436,0.0001436,0.0001436
74,3834.22,0.72068,0.72448,1.07822,0.88298,0.75308,0.85378,0.66047,0.88115,0.91663,1.21903,0.00013865,0.00013865,0.00013865
75,3885.93,0.71694,0.71947,1.07283,0.86028,0.74886,0.83454,0.64576,0.89104,0.93885,1.23136,0.0001337,0.0001337,0.0001337
76,3937.37,0.71805,0.72155,1.08417,0.86486,0.74363,0.83337,0.6387,0.88696,0.95953,1.22629,0.00012875,0.00012875,0.00012875
