epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.5324,1.20263,3.31085,1.43653,0.48752,0.47159,0.50943,0.34465,1.16448,2.14207,1.41247,0.0001661,0.0001661,0.0001661
2,72.2149,1.19191,2.05226,1.37618,0.58512,0.56925,0.55435,0.36147,1.26039,1.81321,1.51327,0.000329472,0.000329472,0.000329472
3,107.034,1.22049,1.82254,1.38355,0.6134,0.54464,0.58614,0.37472,1.27388,2.04423,1.53525,0.000489544,0.000489544,0.000489544
4,140.964,1.2333,1.73836,1.39714,0.60924,0.61863,0.63879,0.44563,1.1805,1.57046,1.39783,0.00048515,0.00048515,0.00048515
5,174.538,1.21251,1.65194,1.37729,0.75677,0.64616,0.71032,0.49211,1.167,1.40364,1.38201,0.0004802,0.0004802,0.0004802
6,208.181,1.16961,1.52226,1.35907,0.70267,0.63633,0.70635,0.47504,1.14524,1.39343,1.37374,0.00047525,0.00047525,0.00047525
7,242.422,1.15079,1.44046,1.33791,0.71262,0.74225,0.75201,0.51901,1.13129,1.26216,1.34753,0.0004703,0.0004703,0.0004703
8,276.24,1.14372,1.3868,1.33657,0.75631,0.69394,0.76672,0.53742,1.11116,1.16783,1.33909,0.00046535,0.00046535,0.00046535
9,309.87,1.10659,1.31114,1.30501,0.74208,0.70606,0.77872,0.55251,1.10106,1.25242,1.32667,0.0004604,0.0004604,0.0004604
10,343.734,1.09207,1.25451,1.29228,0.77348,0.7461,0.77438,0.54722,1.10594,1.22099,1.35856,0.00045545,0.00045545,0.00045545
11,377.564,1.08164,1.23567,1.27499,0.85067,0.75931,0.83645,0.60353,1.10029,1.10252,1.30303,0.0004505,0.0004505,0.0004505
12,411.238,1.08547,1.20879,1.28743,0.82382,0.77963,0.85733,0.61291,1.05272,1.05134,1.29402,0.00044555,0.00044555,0.00044555
13,444.934,1.06467,1.15305,1.26463,0.85782,0.73846,0.84555,0.60534,1.07762,0.99667,1.29661,0.0004406,0.0004406,0.0004406
14,478.188,1.04484,1.11875,1.26479,0.88723,0.76344,0.84889,0.61171,1.04741,0.97573,1.30331,0.00043565,0.00043565,0.00043565
15,512.17,1.0252,1.10425,1.24114,0.84842,0.80164,0.85357,0.61441,1.03923,0.99775,1.27103,0.0004307,0.0004307,0.0004307
16,545.95,1.02952,1.08614,1.2539,0.86761,0.77204,0.84549,0.61473,1.03194,0.9698,1.25376,0.00042575,0.00042575,0.00042575
17,579.726,1.01659,1.04372,1.23634,0.81325,0.81606,0.8746,0.6242,1.03488,0.90655,1.27057,0.0004208,0.0004208,0.0004208
18,613.817,1.00779,1.0442,1.23765,0.88969,0.78277,0.86637,0.61404,1.05507,0.90591,1.28662,0.00041585,0.00041585,0.00041585
19,647.911,1.01731,1.0105,1.24478,0.90226,0.75751,0.8689,0.63392,1.0233,0.90242,1.26806,0.0004109,0.0004109,0.0004109
20,681.707,0.99771,0.99019,1.23647,0.89698,0.79161,0.87227,0.64758,0.97892,0.87419,1.23646,0.00040595,0.00040595,0.00040595
21,715.525,0.95939,0.96189,1.20907,0.85545,0.8345,0.8826,0.65656,0.97361,0.87785,1.22899,0.000401,0.000401,0.000401
22,749.465,0.968,0.95989,1.21436,0.904,0.82067,0.87794,0.64516,1.0086,0.86784,1.25939,0.00039605,0.00039605,0.00039605
23,783.067,0.95759,0.95715,1.20915,0.91226,0.82551,0.88444,0.65316,0.97492,0.88974,1.22749,0.0003911,0.0003911,0.0003911
24,816.46,0.97009,0.95134,1.21588,0.86476,0.81964,0.87275,0.64011,0.98892,0.86884,1.23542,0.00038615,0.00038615,0.00038615
25,849.965,0.96186,0.91866,1.20298,0.89562,0.81023,0.89637,0.65928,1.01036,0.83977,1.2377,0.0003812,0.0003812,0.0003812
26,884.309,0.94133,0.9169,1.20044,0.91754,0.80592,0.89707,0.66892,0.98204,0.84497,1.2325,0.00037625,0.00037625,0.00037625
27,917.986,0.93296,0.89599,1.19051,0.86831,0.82772,0.88135,0.66024,0.98731,0.81153,1.22127,0.0003713,0.0003713,0.0003713
28,951.566,0.93776,0.86225,1.18115,0.85725,0.82495,0.879,0.65315,1.00617,0.83421,1.22714,0.00036635,0.00036635,0.00036635
29,985.25,0.91266,0.86417,1.18445,0.91141,0.83141,0.89575,0.66984,0.94431,0.83199,1.18694,0.0003614,0.0003614,0.0003614
30,1018.85,0.92291,0.85557,1.18673,0.88539,0.82576,0.88673,0.66598,0.94816,0.81598,1.19848,0.00035645,0.00035645,0.00035645
31,1052.49,0.90394,0.86125,1.16883,0.91442,0.80988,0.89928,0.67944,0.96728,0.80088,1.21914,0.0003515,0.0003515,0.0003515
32,1086.3,0.89639,0.84212,1.17649,0.85785,0.84426,0.89692,0.67693,0.95858,0.80546,1.20759,0.00034655,0.00034655,0.00034655
33,1119.9,0.90903,0.83878,1.17723,0.87822,0.86558,0.91039,0.67502,0.98986,0.75097,1.21853,0.0003416,0.0003416,0.0003416
34,1153.67,0.89236,0.80538,1.15973,0.8836,0.84557,0.90285,0.68594,0.97242,0.81229,1.20129,0.00033665,0.00033665,0.00033665
35,1187.56,0.88725,0.80468,1.15428,0.91423,0.83116,0.90212,0.6788,0.93469,0.77106,1.20841,0.0003317,0.0003317,0.0003317
36,1221.12,0.87017,0.80392,1.14555,0.91318,0.82849,0.90029,0.67841,0.9668,0.82314,1.19164,0.00032675,0.00032675,0.00032675
37,1254.78,0.87813,0.78848,1.15116,0.90709,0.83947,0.89563,0.66865,0.98093,0.82393,1.22437,0.0003218,0.0003218,0.0003218
38,1288.62,0.86742,0.76715,1.15014,0.90713,0.85648,0.90976,0.68735,0.94183,0.75226,1.1918,0.00031685,0.00031685,0.00031685
39,1323.01,0.88176,0.76669,1.15404,0.89206,0.84638,0.90937,0.68884,0.92617,0.75249,1.19241,0.0003119,0.0003119,0.0003119
40,1356.82,0.86247,0.7638,1.14423,0.91242,0.82818,0.89984,0.67149,0.93687,0.78434,1.17641,0.00030695,0.00030695,0.00030695
41,1390.57,0.85431,0.76688,1.138,0.92359,0.84196,0.91805,0.68776,0.92364,0.73523,1.16803,0.000302,0.000302,0.000302
42,1424.35,0.86165,0.76515,1.14536,0.90325,0.84515,0.90652,0.6916,0.92261,0.76223,1.172,0.00029705,0.00029705,0.00029705
43,1458.15,0.84802,0.74157,1.12825,0.9176,0.83296,0.91343,0.68631,0.93202,0.74583,1.19291,0.0002921,0.0002921,0.0002921
44,1491.67,0.82395,0.72757,1.1164,0.93119,0.81663,0.88675,0.67762,0.93729,0.78668,1.1918,0.00028715,0.00028715,0.00028715
45,1525.56,0.82994,0.73512,1.13224,0.92238,0.8446,0.90597,0.67706,0.93873,0.74114,1.19107,0.0002822,0.0002822,0.0002822
46,1559.28,0.82843,0.72118,1.12759,0.92705,0.84802,0.90181,0.68872,0.91254,0.73991,1.18228,0.00027725,0.00027725,0.00027725
47,1592.87,0.83126,0.71587,1.1262,0.89473,0.86252,0.90954,0.70728,0.91182,0.72463,1.16656,0.0002723,0.0002723,0.0002723
48,1626.61,0.82971,0.71184,1.1316,0.91055,0.8189,0.8922,0.68314,0.92182,0.76313,1.17278,0.00026735,0.00026735,0.00026735
49,1660.14,0.80931,0.69742,1.10272,0.91812,0.86613,0.92096,0.70937,0.92383,0.71136,1.18037,0.0002624,0.0002624,0.0002624
50,1694,0.79505,0.69588,1.11258,0.92833,0.81997,0.91078,0.68689,0.93073,0.72413,1.19242,0.00025745,0.00025745,0.00025745
51,1727.97,0.82083,0.71478,1.12752,0.89222,0.86022,0.90448,0.68495,0.94875,0.74634,1.1874,0.0002525,0.0002525,0.0002525
52,1761.58,0.80493,0.66987,1.10785,0.91563,0.8554,0.90517,0.68757,0.92152,0.74054,1.16541,0.00024755,0.00024755,0.00024755
53,1795.3,0.78255,0.67869,1.09684,0.92277,0.84574,0.9009,0.67905,0.92092,0.73311,1.18912,0.0002426,0.0002426,0.0002426
