epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1080.85,0.96622,1.04428,1.22606,0.86852,0.75275,0.84721,0.62544,0.97431,0.92596,1.26655,0.0003812,0.0003812,0.0003812
26,1123.68,0.96773,1.03149,1.22432,0.82148,0.76876,0.83028,0.62053,0.95556,0.91703,1.23321,0.00037625,0.00037625,0.00037625
27,1166.61,0.95901,1.04101,1.22511,0.83935,0.77632,0.84991,0.6063,1.00316,0.93723,1.26606,0.0003713,0.0003713,0.0003713
28,1209.33,0.94618,0.98891,1.20486,0.85243,0.76766,0.84493,0.6162,0.97061,0.92325,1.25151,0.00036635,0.00036635,0.00036635
29,1252.21,0.95251,0.9988,1.21036,0.88676,0.74601,0.85453,0.61438,0.95908,0.9144,1.23924,0.0003614,0.0003614,0.0003614
30,1295.08,0.95016,0.99762,1.20985,0.83749,0.77033,0.85406,0.61887,0.99294,0.90348,1.25133,0.00035645,0.00035645,0.00035645
31,1337.83,0.94452,0.98162,1.20652,0.87579,0.76948,0.8483,0.63666,0.96011,0.8881,1.23327,0.0003515,0.0003515,0.0003515
32,1380.83,0.93274,0.98109,1.20743,0.85761,0.76091,0.85193,0.63709,0.9404,0.88504,1.20514,0.00034655,0.00034655,0.00034655
33,1423.82,0.93051,0.96841,1.19956,0.87341,0.75549,0.87249,0.65051,0.9403,0.84354,1.219,0.0003416,0.0003416,0.0003416
34,1466.89,0.90847,0.93868,1.18933,0.84972,0.80771,0.86686,0.64,0.92368,0.89049,1.22088,0.00033665,0.00033665,0.00033665
35,1509.48,0.90018,0.92547,1.17789,0.89403,0.78748,0.87433,0.64149,0.93514,0.85588,1.23254,0.0003317,0.0003317,0.0003317
36,1552.37,0.90302,0.92365,1.18318,0.90239,0.77624,0.86803,0.64443,0.9471,0.84481,1.23875,0.00032675,0.00032675,0.00032675
37,1595.31,0.89099,0.91502,1.17988,0.83658,0.79673,0.86365,0.65513,0.90323,0.87121,1.19945,0.0003218,0.0003218,0.0003218
38,1638.4,0.90176,0.90743,1.17986,0.87658,0.79078,0.87783,0.65576,0.93564,0.82931,1.21527,0.00031685,0.00031685,0.00031685
39,1682.04,0.87947,0.90414,1.16493,0.86858,0.76908,0.86827,0.64466,0.9368,0.8613,1.20861,0.0003119,0.0003119,0.0003119
40,1724.95,0.89345,0.91417,1.17635,0.87409,0.77889,0.87322,0.65587,0.93608,0.84633,1.2287,0.00030695,0.00030695,0.00030695
41,1767.71,0.89201,0.90358,1.1766,0.84555,0.79815,0.87215,0.65035,0.93044,0.85917,1.22504,0.000302,0.000302,0.000302
42,1810.65,0.8777,0.87742,1.16044,0.89311,0.77546,0.88597,0.66159,0.91135,0.82893,1.19452,0.00029705,0.00029705,0.00029705
43,1853.6,0.86596,0.87176,1.15234,0.91339,0.74488,0.86872,0.64884,0.92645,0.84647,1.23132,0.0002921,0.0002921,0.0002921
44,1896.63,0.86366,0.86353,1.15881,0.90176,0.75381,0.86956,0.64698,0.9276,0.85407,1.22007,0.00028715,0.00028715,0.00028715
45,1939.63,0.85527,0.85794,1.15116,0.90129,0.78772,0.87194,0.65319,0.92922,0.82011,1.2166,0.0002822,0.0002822,0.0002822
46,1982.55,0.8488,0.84137,1.14705,0.89995,0.7793,0.88636,0.65762,0.9266,0.8088,1.21186,0.00027725,0.00027725,0.00027725
47,2025.47,0.84221,0.83455,1.14631,0.9288,0.76086,0.88287,0.66811,0.88868,0.80301,1.18583,0.0002723,0.0002723,0.0002723
48,2068.06,0.84317,0.84266,1.14823,0.8599,0.81637,0.87958,0.66715,0.88965,0.80629,1.18796,0.00026735,0.00026735,0.00026735
49,2110.82,0.82935,0.81874,1.1405,0.88901,0.78993,0.88027,0.6751,0.88345,0.80653,1.17436,0.0002624,0.0002624,0.0002624
50,2153.74,0.82471,0.81932,1.13917,0.87337,0.80772,0.87492,0.66536,0.90138,0.81831,1.19417,0.00025745,0.00025745,0.00025745
51,2197.02,0.83349,0.82006,1.13831,0.89453,0.7898,0.87805,0.67082,0.88162,0.81293,1.18793,0.0002525,0.0002525,0.0002525
52,2240.02,0.82277,0.7865,1.13043,0.90162,0.78821,0.88568,0.67695,0.88537,0.78445,1.18448,0.00024755,0.00024755,0.00024755
53,2283.44,0.81742,0.78259,1.12747,0.8929,0.78529,0.87409,0.674,0.87886,0.79218,1.17752,0.0002426,0.0002426,0.0002426
54,2326.65,0.81295,0.77473,1.12439,0.869,0.79663,0.87899,0.67686,0.89092,0.81873,1.20285,0.00023765,0.00023765,0.00023765
55,2370.01,0.80776,0.77323,1.12779,0.88676,0.79656,0.87111,0.67127,0.89726,0.81306,1.19881,0.0002327,0.0002327,0.0002327
56,2413.44,0.79852,0.75014,1.11427,0.88567,0.78704,0.87223,0.65992,0.91204,0.82531,1.197,0.00022775,0.00022775,0.00022775
57,2456.9,0.78723,0.75671,1.10891,0.86934,0.80563,0.87955,0.6724,0.90068,0.82374,1.18189,0.0002228,0.0002228,0.0002228
58,2500.48,0.77452,0.75134,1.10549,0.87812,0.80622,0.87248,0.67821,0.86443,0.79442,1.1631,0.00021785,0.00021785,0.00021785
59,2544.05,0.78945,0.77428,1.11042,0.85318,0.8241,0.87349,0.6739,0.87708,0.82431,1.17817,0.0002129,0.0002129,0.0002129
60,2587.76,0.78568,0.73885,1.10846,0.85524,0.82075,0.87089,0.68094,0.86995,0.80288,1.1619,0.00020795,0.00020795,0.00020795
61,2631.04,0.77142,0.75078,1.10963,0.89035,0.79374,0.88229,0.6823,0.85982,0.8059,1.16994,0.000203,0.000203,0.000203
62,2674.15,0.77183,0.73066,1.10319,0.8799,0.80857,0.88165,0.68221,0.8629,0.78768,1.16155,0.00019805,0.00019805,0.00019805
63,2717.04,0.76566,0.72351,1.09743,0.90076,0.78605,0.8802,0.67802,0.85494,0.77693,1.16094,0.0001931,0.0001931,0.0001931
64,2760.02,0.75091,0.70809,1.09129,0.8867,0.79942,0.88013,0.68028,0.85522,0.77461,1.15642,0.00018815,0.00018815,0.00018815
65,2802.8,0.75883,0.72302,1.09269,0.88005,0.79444,0.88579,0.67475,0.88063,0.79676,1.18561,0.0001832,0.0001832,0.0001832
66,2845.52,0.74915,0.7071,1.09613,0.88209,0.81454,0.88457,0.68259,0.87726,0.79105,1.18004,0.00017825,0.00017825,0.00017825
67,2888.17,0.74658,0.69024,1.0828,0.87009,0.81272,0.88142,0.68632,0.8502,0.77141,1.1652,0.0001733,0.0001733,0.0001733
68,2931.03,0.73814,0.709,1.08918,0.92792,0.77544,0.88315,0.68767,0.84273,0.77162,1.15631,0.00016835,0.00016835,0.00016835
69,2973.87,0.74011,0.67912,1.08408,0.8893,0.77632,0.87556,0.67954,0.84623,0.7977,1.16111,0.0001634,0.0001634,0.0001634
70,3016.75,0.72946,0.68309,1.08376,0.87952,0.80249,0.87956,0.68472,0.85438,0.8056,1.15675,0.00015845,0.00015845,0.00015845
71,3059.26,0.73387,0.68201,1.08228,0.89302,0.78234,0.8818,0.68051,0.86651,0.80401,1.16846,0.0001535,0.0001535,0.0001535
72,3102.33,0.73022,0.66388,1.07569,0.86189,0.81482,0.87951,0.68169,0.85097,0.80861,1.15965,0.00014855,0.00014855,0.00014855
73,3145.11,0.7217,0.66511,1.07536,0.89034,0.78978,0.87843,0.68059,0.84332,0.8079,1.15033,0.0001436,0.0001436,0.0001436
74,3188.06,0.72289,0.65288,1.0732,0.88906,0.80966,0.886,0.68597,0.85775,0.78896,1.16534,0.00013865,0.00013865,0.00013865
75,3231,0.70699,0.65911,1.06413,0.87347,0.79198,0.87617,0.68268,0.85336,0.78667,1.1522,0.0001337,0.0001337,0.0001337
76,3273.73,0.71284,0.65439,1.07124,0.89821,0.7759,0.8735,0.68046,0.83992,0.80783,1.14252,0.00012875,0.00012875,0.00012875
77,3316.46,0.70827,0.643,1.06757,0.85399,0.79488,0.8582,0.66744,0.85216,0.85206,1.14956,0.0001238,0.0001238,0.0001238
78,3359.19,0.70456,0.63766,1.06337,0.88888,0.76714,0.86347,0.67287,0.84909,0.82237,1.14873,0.00011885,0.00011885,0.00011885
79,3402.05,0.69784,0.61937,1.05707,0.87803,0.79437,0.8774,0.68036,0.85511,0.82267,1.16078,0.0001139,0.0001139,0.0001139
80,3444.94,0.69368,0.61941,1.06153,0.90436,0.78512,0.86834,0.68058,0.84718,0.82064,1.15599,0.00010895,0.00010895,0.00010895
81,3487.79,0.69683,0.6117,1.05969,0.8675,0.81005,0.8672,0.67163,0.85739,0.84021,1.16206,0.000104,0.000104,0.000104
82,3530.64,0.68947,0.61675,1.05857,0.87658,0.80475,0.86474,0.67902,0.83623,0.80798,1.15496,9.905e-05,9.905e-05,9.905e-05
83,3573.53,0.67441,0.61456,1.05787,0.88705,0.80144,0.88018,0.68478,0.85014,0.79942,1.16064,9.41e-05,9.41e-05,9.41e-05
84,3616.29,0.6726,0.58762,1.047,0.88561,0.78078,0.87368,0.68087,0.84526,0.80955,1.15714,8.915e-05,8.915e-05,8.915e-05
85,3659.26,0.68056,0.5819,1.04541,0.88438,0.80569,0.87221,0.67635,0.8449,0.82307,1.15314,8.42e-05,8.42e-05,8.42e-05
86,3702.06,0.66633,0.5867,1.04204,0.89055,0.78431,0.86947,0.67327,0.84818,0.82013,1.14813,7.925e-05,7.925e-05,7.925e-05
87,3745.06,0.66893,0.57988,1.04415,0.8908,0.77391,0.87418,0.67651,0.84982,0.83409,1.15268,7.43e-05,7.43e-05,7.43e-05
88,3787.74,0.66704,0.58903,1.04809,0.87039,0.80785,0.88352,0.68161,0.85173,0.82971,1.15536,6.935e-05,6.935e-05,6.935e-05
89,3830.61,0.65449,0.57118,1.03081,0.89546,0.78966,0.88364,0.68855,0.84337,0.82762,1.15479,6.44e-05,6.44e-05,6.44e-05
90,3873.42,0.66214,0.58139,1.04749,0.86816,0.81427,0.87358,0.67636,0.84738,0.81427,1.1633,5.945e-05,5.945e-05,5.945e-05
91,3950.39,0.58005,0.42075,0.98537,0.86495,0.81923,0.87389,0.67886,0.85044,0.82349,1.16501,5.45e-05,5.45e-05,5.45e-05
92,3992.19,0.56276,0.40162,0.97211,0.87801,0.80383,0.875,0.68054,0.85778,0.8471,1.1717,4.955e-05,4.955e-05,4.955e-05
93,4034,0.55961,0.3937,0.972,0.88664,0.80213,0.87149,0.67749,0.85737,0.84143,1.16914,4.46e-05,4.46e-05,4.46e-05
94,4075.48,0.55086,0.38308,0.9658,0.88518,0.80086,0.87589,0.6822,0.84917,0.83419,1.16408,3.965e-05,3.965e-05,3.965e-05
95,4117.29,0.55474,0.38463,0.96616,0.88817,0.79557,0.87229,0.67837,0.84515,0.83229,1.1608,3.47e-05,3.47e-05,3.47e-05
96,4159.61,0.54487,0.38094,0.96724,0.87415,0.82012,0.86985,0.67521,0.8434,0.8243,1.15929,2.975e-05,2.975e-05,2.975e-05
97,4201.06,0.54308,0.37456,0.95805,0.88748,0.82492,0.8695,0.67727,0.84523,0.82757,1.15889,2.48e-05,2.48e-05,2.48e-05
98,4242.83,0.53565,0.36525,0.95651,0.87083,0.81852,0.87111,0.6792,0.84046,0.84484,1.15719,1.985e-05,1.985e-05,1.985e-05
99,4284.23,0.53158,0.36845,0.95425,0.8954,0.79434,0.87326,0.68072,0.83768,0.84906,1.15595,1.49e-05,1.49e-05,1.49e-05
100,4325.74,0.53291,0.35963,0.95583,0.88706,0.81262,0.87537,0.67892,0.83998,0.84452,1.15765,9.95e-06,9.95e-06,9.95e-06
